中央电视,#genre#,
CCTV16,http://bztv.tvbus.cc:8081/cdnlive/cctv16.m3u8,0.51s
CCTV-电视指南,http://bztv.tvbus.cc:8081/cdnlive/dszn.m3u8,0.51s
CCTV10-科教,http://124.90.45.52:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
CCTV12-社会与法,http://124.90.45.52:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,0.51s
CCTV3综艺,http://222.134.19.49:8090/624878271,0.51s
CCTV4欧洲,http://222.134.19.49:8090/608807419,0.51s
CCTV7国防军事,http://222.134.19.49:8090/673168121,0.51s
CCTV8电视剧,http://222.134.19.49:8090/624878356,0.51s
CCTV12社会与法,http://222.134.19.49:8090/673168185,0.51s
CCTV13新闻,http://222.134.19.49:8090/608807423,0.51s
CCTV14少儿,http://222.134.19.49:8090/624878440,0.51s
CCTV1,http://223.83.177.142:1234/608807420,0.51s
CCTV2,http://223.83.177.142:1234/631780532,0.51s
CCTV3,http://223.83.177.142:1234/624878271,0.51s
CCTV6,http://116.147.106.102:1234/624878396,0.51s
CCTV8,http://116.147.106.102:1234/624878356,0.51s
CCTV10,http://116.147.106.102:1234/624878405,0.51s
CCTV11,http://223.83.177.142:1234/667987558,0.51s
CCTV13,http://116.147.106.102:1234/608807423,0.51s
CCTV14,http://223.83.177.142:1234/624878440,0.51s
CCTV15,http://219.140.5.55:1234/673168223,0.51s
CCTV17,http://219.140.5.55:1234/673168256,0.51s
CCTV17,http://223.83.177.142:1234/673168256,0.51s
CCTV5,http://116.147.106.102:1234/641886683,0.51s
CCTV15,http://116.147.106.102:1234/673168223,0.51s
CCTV1,http://101.66.199.253:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0,0.52s
CCTV2,http://183.162.120.192:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV4,http://222.142.93.132:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV5,http://222.142.93.132:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV6,http://222.142.93.132:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV6,http://125.42.151.164:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV6,http://101.66.199.253:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0,0.52s
CCTV7,http://101.66.199.253:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0,0.52s
CCTV8,http://125.42.151.164:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV10,http://222.142.93.132:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV10,http://101.66.199.253:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0,0.52s
CCTV11,http://183.162.120.192:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV12,http://222.142.93.132:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV13,http://222.142.93.132:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV13,http://120.196.235.42:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV14,http://222.142.93.132:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV15,http://120.196.235.42:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0,0.52s
CCTV-风云足球,http://bztv.tvbus.cc:8081/cdnlive/fyzq.m3u8,0.52s
CCTV-高尔夫网球,http://bztv.tvbus.cc:8081/cdnlive/gefwq.m3u8,0.52s
CCTV1综合,http://222.134.19.49:8090/608807420,0.52s
CCTV5体育,http://222.134.19.49:8090/641886683,0.52s
CCTV6电影,http://222.134.19.49:8090/624878396,0.52s
CCTV9纪录,http://222.134.19.49:8090/673168140,0.52s
CCTV10科教,http://222.134.19.49:8090/624878405,0.52s
CCTV11戏曲,http://222.134.19.49:8090/667987558,0.52s
CCTV15音乐,http://222.134.19.49:8090/673168223,0.52s
CCTV2,http://219.140.5.55:1234/631780532,0.52s
CCTV4,http://223.83.177.142:1234/631780421,0.52s
CCTV5,http://219.140.5.55:1234/641886683,0.52s
CCTV6,http://219.140.5.55:1234/624878396,0.52s
CCTV6,http://223.83.177.142:1234/624878396,0.52s
CCTV8,http://223.83.177.142:1234/624878356,0.52s
CCTV9,http://223.83.177.142:1234/673168140,0.52s
CCTV10,http://223.83.177.142:1234/624878405,0.52s
CCTV12,http://183.250.156.180:9999/newlive/live/hls/13/live.m3u8,0.52s
CCTV13,http://223.83.177.142:1234/608807423,0.52s
CCTV15,http://223.83.177.142:1234/673168223,0.52s
CCTV15,http://219.140.5.55:1234/673168223,0.52s
CCTV3,http://222.142.93.132:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
CCTV3,http://101.66.199.253:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0,0.53s
CCTV5,http://101.66.199.253:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0,0.53s
CCTV8,http://183.162.120.192:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
CCTV8,http://101.66.199.253:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0,0.53s
CCTV9,http://125.42.151.164:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
CCTV10,http://183.162.120.192:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
CCTV12,http://125.42.150.8:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
CCTV13,http://125.42.150.8:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,0.53s
CCTV13,http://101.66.199.252:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0,0.53s
CCTV3,http://bztv.tvbus.cc:8081/cdnlive/cctv3.m3u8,0.53s
CCTV8,http://bztv.tvbus.cc:8081/cdnlive/cctv8.m3u8,0.53s
CCTV-兵器科技,http://bztv.tvbus.cc:8081/cdnlive/gfjs.m3u8,0.53s
CCTV-怀旧剧场,http://bztv.tvbus.cc:8081/cdnlive/hjjc.m3u8,0.53s
CCTV-央视文化精品,http://bztv.tvbus.cc:8081/cdnlive/ysjp.m3u8,0.53s
CCTV2财经,http://222.134.19.49:8090/631780532,0.53s
CCTV8,http://219.140.5.55:1234/624878356,0.53s
CCTV9,http://183.250.156.180:9999/newlive/live/hls/10/live.m3u8,0.53s
CCTV12,http://223.83.177.142:1234/673168185,0.53s
CCTV3,http://101.66.199.65:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0,0.54s
CCTV4,http://183.162.120.192:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV4,http://183.162.120.192:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV5,http://106.115.27.83:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV5+,http://122.224.58.42:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV6,http://183.162.120.192:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV11,http://106.115.27.83:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV11,http://125.42.151.164:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV13,http://125.42.151.164:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0,0.54s
CCTV5+,http://bztv.tvbus.cc:8081/cdnlive/cctv5p.m3u8,0.54s
CCTV5,http://bztv.tvbus.cc:8081/cdnlive/cctv5.m3u8,0.54s
CCTV17,http://bztv.tvbus.cc:8081/cdnlive/cctv17.m3u8,0.54s
CCTV-风云剧场,http://bztv.tvbus.cc:8081/cdnlive/fyjc.m3u8,0.54s
CCTV-风云音乐,http://bztv.tvbus.cc:8081/cdnlive/fyyy.m3u8,0.54s
CCTV-世界地理,http://bztv.tvbus.cc:8081/cdnlive/sjdl.m3u8,0.54s
CCTV1,http://118.122.144.115:8888/newlive/live/hls/1/live.m3u8,0.54s
CCTV1,http://219.140.5.55:1234/608807420,0.54s
CCTV3,http://118.122.144.115:8888/newlive/live/hls/3/live.m3u8,0.54s
CCTV4,http://118.122.144.115:8888/newlive/live/hls/4/live.m3u8,0.54s
CCTV5,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv5,0.54s
CCTV6,http://118.122.144.115:8888/newlive/live/hls/6/live.m3u8,0.54s
CCTV9,http://118.122.144.115:8888/newlive/live/hls/9/live.m3u8,0.54s
CCTV9,http://219.140.5.55:1234/673168140,0.54s
CCTV10,http://118.122.144.115:8888/newlive/live/hls/10/live.m3u8,0.54s
CCTV10,http://43.226.36.47:7788/624878405,0.54s
CCTV11,http://118.122.144.115:8888/newlive/live/hls/11/live.m3u8,0.54s
CCTV12,http://118.122.144.115:8888/newlive/live/hls/12/live.m3u8,0.54s
CCTV13,http://43.226.36.47:7788/608807423,0.54s
CCTV14,http://47.103.208.165:1234/624878440,0.54s
CCTV4,http://125.42.151.164:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV4,http://182.207.218.233:999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV5,http://122.224.58.42:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV6,http://106.115.27.83:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV7,http://125.42.150.8:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV8,http://183.162.120.192:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV9,http://182.207.218.233:999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0,0.55s
CCTV11,http://101.66.199.65:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0,0.55s
CCTV12,http://101.66.199.65:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0,0.55s
CCTV12,http://101.66.199.253:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0,0.55s
CCTV4,http://bztv.tvbus.cc:8081/cdnlive/cctv4.m3u8,0.55s
CCTV11,http://bztv.tvbus.cc:8081/cdnlive/cctv11.m3u8,0.55s
CCTV15,http://bztv.tvbus.cc:8081/cdnlive/cctv15.m3u8,0.55s
CCTV2,http://118.122.144.115:8888/newlive/live/hls/2/live.m3u8,0.55s
CCTV4,http://43.226.36.47:7788/631780421,0.55s
CCTV5,http://118.122.144.115:8888/newlive/live/hls/5/live.m3u8,0.55s
CCTV5+,http://118.122.144.115:8888/newlive/live/hls/16/live.m3u8,0.55s
CCTV7,http://118.122.144.115:8888/newlive/live/hls/7/live.m3u8,0.55s
CCTV8,http://118.122.144.115:8888/newlive/live/hls/8/live.m3u8,0.55s
CCTV10,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv10,0.55s
CCTV10,http://219.140.5.55:1234/624878405,0.55s
CCTV11,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv11,0.55s
CCTV11,http://43.226.36.47:7788/667987558,0.55s
CCTV11,http://219.140.5.55:1234/667987558,0.55s
CCTV12,http://219.140.5.55:1234/673168185,0.55s
CCTV13,http://118.122.144.115:8888/newlive/live/hls/13/live.m3u8,0.55s
CCTV14,http://118.122.144.115:8888/newlive/live/hls/14/live.m3u8,0.55s
CCTV14,http://219.140.5.55:1234/624878440,0.55s
CCTV17,http://118.122.144.115:8888/newlive/live/hls/17/live.m3u8,0.55s
CCTV5,http://219.140.5.55:1234/641886683,0.55s
CCTV15,http://43.226.36.47:7788/673168223,0.55s
CCTV2,http://183.162.120.192:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV2,http://101.66.199.65:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0,0.56s
CCTV2,http://182.207.218.233:999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV2,http://101.66.199.252:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0,0.56s
CCTV3,http://122.224.58.42:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV3,http://106.115.27.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV3,http://183.162.120.192:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV5,http://183.162.120.192:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV6,http://183.162.120.192:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV9,http://122.224.58.42:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV12,http://183.162.120.192:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV12,http://182.207.218.233:999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV13,http://182.207.218.233:999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV15,http://183.162.120.192:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0,0.56s
CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8,0.56s
CCTV13,http://bztv.tvbus.cc:8081/cdnlive/cctv13.m3u8,0.56s
CCTV3,http://219.140.5.55:1234/624878271,0.56s
CCTV4,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv4,0.56s
CCTV4,http://219.140.5.55:1234/631780421,0.56s
CCTV5+,http://219.140.5.55:1234/641886773,0.56s
CCTV13,http://219.140.5.55:1234/608807423,0.56s
CCTV14,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv14,0.56s
CCTV14,http://43.226.36.47:7788/624878440,0.56s
CCTV15,http://118.122.144.115:8888/newlive/live/hls/15/live.m3u8,0.56s
CCTV5+,http://219.140.5.55:1234/641886773,0.56s
CCTV1,http://182.207.218.233:999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
CCTV1,http://101.66.199.65:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0,0.57s
CCTV2,http://106.115.27.83:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
CCTV7,http://183.162.120.192:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
CCTV8,http://125.42.150.8:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
CCTV12,http://183.162.120.192:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
CCTV15,http://182.207.218.233:999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.57s
CCTV2,http://bztv.tvbus.cc:8081/cdnlive/cctv2.m3u8,0.57s
CCTV9,http://bztv.tvbus.cc:8081/cdnlive/cctv9.m3u8,0.57s
CCTV10,http://bztv.tvbus.cc:8081/cdnlive/cctv10.m3u8,0.57s
CCTV12,http://bztv.tvbus.cc:8081/cdnlive/cctv12.m3u8,0.57s
CCTV6,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv6,0.57s
CCTV8,http://43.226.36.47:7788/624878356,0.57s
CCTV12,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv12,0.57s
CCTV12,http://43.226.36.47:7788/673168185,0.57s
CCTV13,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv13,0.57s
CCTV10,http://101.66.199.65:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0,0.58s
CCTV11,http://182.207.218.233:999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,0.58s
CCTV13,http://183.162.120.192:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0,0.58s
CCTV-央视台球,http://bztv.tvbus.cc:8081/cdnlive/ystq.m3u8,0.58s
CCTV2,http://43.226.36.47:7788/631780532,0.58s
CCTV3,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv3,0.58s
CCTV3,http://43.226.36.47:7788/624878271,0.58s
CCTV5,http://43.226.36.47:7788/641886683,0.58s
CCTV5+,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv5p,0.58s
CCTV6,http://43.226.36.47:7788/624878396,0.58s
CCTV9,http://43.226.36.47:7788/673168140,0.58s
CCTV17,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv17,0.58s
CCTV2,http://125.42.150.8:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
CCTV3,http://182.207.218.233:999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
CCTV3,http://101.66.199.252:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0,0.59s
CCTV5+,http://182.207.218.233:999/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
CCTV8,http://182.207.218.233:999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
CCTV10,http://182.207.218.233:999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,0.59s
CCTV1,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv1,0.59s
CCTV5+,http://43.226.36.47:7788/641886773,0.59s
CCTV9,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv9,0.59s
CCTV16,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv16,0.59s
CCTV17,http://43.226.36.47:7788/673168256,0.59s
CCTV5+,http://43.226.36.47:7788/641886773,0.59s
CCTV6,http://101.66.199.65:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0,0.6s
CCTV6,http://182.207.218.233:999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,0.6s
CCTV1,http://43.226.36.47:7788/608807420,0.6s
CCTV15,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv15,0.6s
CCTV15,http://43.226.36.47:7788/673168223,0.6s
CCTV5,http://43.226.36.47:7788/641886683,0.6s
CCTV5,http://182.207.218.233:999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,0.61s
CCTV7,http://182.207.218.233:999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0,0.61s
CCTV8,http://122.224.58.42:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,0.61s
CCTV11,http://101.66.199.253:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0,0.61s
CCTV14,http://182.207.218.233:999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.61s
CCTV7,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv7,0.61s
CCTV8,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv8,0.61s
CCTV15,http://223.83.177.142:1234/673168223,0.61s
CCTV6,http://122.224.58.42:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,0.62s
CCTV9,http://101.66.199.65:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0,0.62s
CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33,0.62s
CCTV2,https://php.jdshipin.com:2096/TVOD/iptv.php?id=cctv2,0.62s
CCTV1,http://125.42.151.164:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0,0.63s
CCTV7,http://101.66.199.65:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0,0.63s
CCTV2,http://125.42.151.164:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,0.64s
CCTV8,http://101.66.199.65:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0,0.64s
CCTV7,https://cdn16.123.rr.kg/163189/cctv7,0.64s
CCTV3,http://116.147.106.102:1234/624878271,0.65s
CCTV10,http://122.224.58.42:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,0.66s
CCTV11,http://122.224.58.42:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0,0.66s
CCTV12,http://106.115.27.83:9901/tsfile/live/faacts/1036_1.m3u8?key=txiptv&playlive=1&authid=0,0.66s
CCTV17,https://cdn16.123.rr.kg/163189/cctv17,0.66s
CCTV13,https://cdn16.123.rr.kg/163189/cctv13,0.67s
CCTV10,http://106.115.27.83:9901/tsfile/live/faacts/1034_1.m3u8?key=txiptv&playlive=1&authid=0,0.68s
CCTV14,https://cdn16.123.rr.kg/163189/cctv14,0.69s
CCTV4,http://125.42.150.8:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,0.73s
CCTV7,http://125.42.151.164:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0,0.73s
CCTV12,http://122.224.58.42:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0,0.74s
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,0.76s
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,0.76s
CCTV10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0,0.77s
CCTV16,https://cdn16.123.rr.kg/163189/cctv16,0.77s
CCTV12,http://207.56.13.146:81/cdnlive/cctv12.m3u8,0.77s
CCTV5,http://125.42.151.164:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,0.78s
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,0.78s
CCTV-卫生健康,http://bztv.tvbus.cc:8081/cdnlive/wsjk.m3u8,0.79s
CCTV15,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.8s
CCTV8,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0,0.81s
CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0,0.82s
CCTV8-电视剧,http://116.77.33.98:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0,0.82s
CCTV10-科教,http://116.77.33.98:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0,0.82s
CCTV12-社会与法,http://116.77.33.98:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0,0.82s
CCTV15,http://122.224.58.42:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0,0.83s
CCTV9-纪录,http://116.77.33.98:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
CCTV13-新闻,http://116.77.33.98:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0,0.83s
CCTV2-财经,http://116.77.33.98:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0,0.84s
CCTV12,http://101.66.199.252:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0,0.85s
CCTV5+体育赛事,http://116.77.33.98:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0,0.85s
CCTV6-电影,http://116.77.33.98:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0,0.85s
CCTV7-军农,http://116.77.33.98:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0,0.85s
CCTV16,http://116.77.33.98:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0,0.85s
CCTV3-综艺,http://116.77.33.98:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
CCTV4-国际,http://116.77.33.98:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
CCTV5-体育,http://116.77.33.98:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
CCTV15-音乐,http://116.77.33.98:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0,0.86s
CCTV14,http://122.224.58.42:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0,0.87s
CCTV6 電影,http://69.30.245.50/live/cctv6.m3u8,0.87s
CCTV9 紀錄,http://69.30.245.50/live/cctv9.m3u8,0.87s
CCTV10 科教,http://69.30.245.50/live/cctv10.m3u8,0.87s
CCTV1-综合,http://116.77.33.98:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0,0.87s
CCTV14-少儿,http://116.77.33.98:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0,0.87s
CCTV2 財經,http://69.30.245.50/live/cctv2.m3u8,0.88s
CCTV3 綜藝,http://69.30.245.50/live/cctv3.m3u8,0.88s
CCTV13,http://122.224.58.42:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0,0.89s
CCTV5+,https://cdn16.123.rr.kg/163189/cctv5p,0.89s
CCTV10,http://107.150.60.122/live/cctv10hd.m3u8,0.89s
CCTV1 綜合,http://69.30.245.50/live/cctv1.m3u8,0.89s
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8,0.89s
CCTV8,http://74.91.26.218:82/live/cctv8hd.m3u8,0.89s
CCTV17,http://74.91.26.218:82/live/cctv17hd.m3u8,0.89s
CCTV5,https://cdn16.123.rr.kg/163189/cctv5,0.93s
CCTV9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009,0.93s
CCTV-5HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub,0.94s
CCTV3,https://cdn16.123.rr.kg/163189/cctv3,0.95s
CCTV-风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub,0.95s
CCTV12,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009,0.95s
CCTV4,https://cdn16.123.rr.kg/163189/cctv4,0.96s
CCTV5,http://101.66.199.252:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0,1.01s
CCTV11,http://101.66.199.252:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0,1.04s
CCTV6,http://101.66.199.252:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0,1.05s
CCTV5,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0,1.07s
CCTV+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8,1.07s
CCTV10,http://183.250.156.180:9999/newlive/live/hls/11/live.m3u8,1.11s
CCTV3,http://183.250.156.180:9999/newlive/live/hls/3/live.m3u8,1.12s
CCTV2,https://cdn16.123.rr.kg/163189/cctv2,1.14s
CCTV1,https://cdn16.123.rr.kg/163189/cctv1,1.15s
CCTV16,http://183.250.156.180:9999/newlive/live/hls/17/live.m3u8,1.18s
CCTV6,http://125.42.150.8:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0,1.2s
